Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Values
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,2301
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,2376
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,3049
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,-52
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,3032
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,3025
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,3972
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,5135
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,REVISED,4577
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,4777
2008.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2009.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2010.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2011.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2012.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2013.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2014.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2015.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2016.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,C
2017.03,Financial auxiliaries,27,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,688
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1270
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1716
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,656
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1499
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1496
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1609
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,REVISED,1769
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,C
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,5600
2009.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,6000
2010.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,8497
2011.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,5149
2012.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,8351
2013.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,8581
2014.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,8692
2015.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,9942
2016.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,REVISED,9078
2017.03,Financial auxiliaries,27,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,10170
2008.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2009.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2010.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2011.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2012.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2013.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2014.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2015.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2016.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2017.03,Financial auxiliaries,27,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2008.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2009.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2010.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2011.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2012.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2013.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2014.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2015.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2016.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,REVISED,C
2017.03,Financial auxiliaries,27,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,C
2008.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2009.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2010.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2011.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2012.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2013.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2014.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2015.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2016.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,REVISED,C
2017.03,Financial auxiliaries,27,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,C
2008.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2009.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2010.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2011.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2012.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2013.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2014.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2015.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2016.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,REVISED,C
2017.03,Financial auxiliaries,27,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,C
2008.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,-568
2009.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-115
2010.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-282
2011.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,227
2012.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-26
2013.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,-565
2014.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,108
2015.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,-205
2016.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,REVISED,208
2017.03,Financial auxiliaries,27,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,244
2008.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2009.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2010.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2011.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2012.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2013.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2014.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2015.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2016.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2017.03,Financial auxiliaries,27,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2008.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2009.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2010.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2011.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2012.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2013.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2014.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2015.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2016.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2017.03,Financial auxiliaries,27,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2008.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,278
2009.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,523
2010.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-714
2011.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,754
2012.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,169
2013.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,6
2014.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,REVISED,10
2015.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,REVISED,-10
2016.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,REVISED,-22
2017.03,Financial auxiliaries,27,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,438
2008.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,330
2009.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1980
2010.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,-3253
2011.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,3263
2012.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,271
2013.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,-89
2014.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,1009
2015.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,-1122
2016.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,REVISED,347
2017.03,Financial auxiliaries,27,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1157
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,REVISED,C
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,REVISED,C
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,C
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,177
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,608
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,-3191
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,3168
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,-16
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,722
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,946
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,-711
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,REVISED,-304
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,920
2008.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2009.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2010.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2011.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2012.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2013.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2014.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2015.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2016.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2017.03,Financial auxiliaries,27,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2016.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2017.03,Financial auxiliaries,27,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2008.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,579
2009.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,445
2010.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-1060
2011.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,825
2012.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-2
2013.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,113
2014.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,REVISED,160
2015.03,Financial auxiliaries,27,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,REVISED,C
