Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PRDA.S1CMN2I,2006.03,850,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2007.03,821,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2008.03,744,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2009.03,593,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2010.03,540,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2011.03,590,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2012.03,603,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2013.03,572,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2014.03,542,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2015.03,549,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2016.03,555,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2017.03,560,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2018.03,564,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2019.03,565,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2020.03,549,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2I,2021.03,474,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Index,,
PRDA.S1CMN2P,1997.03,-14.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,1998.03,-1.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,1999.03,-4.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2000.03,8.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2001.03,-1.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2002.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2003.03,5.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2004.03,-4.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2005.03,-2.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2006.03,-0.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2007.03,-3.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2008.03,-9.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2009.03,-20.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2010.03,-9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2011.03,9.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2012.03,2.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2013.03,-5.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2014.03,-5.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2015.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2016.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2017.03,0.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2018.03,0.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2019.03,0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2020.03,-2.7,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMN2P,2021.03,-13.7,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Administrative and Support Services,Percentage Change,,
PRDA.S1CMSZI,1996.03,1000,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,1997.03,1004,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,1998.03,1000,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,1999.03,983,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2000.03,1018,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2001.03,1015,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2002.03,1017,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2003.03,1032,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2004.03,1027,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2005.03,1025,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2006.03,1012,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2007.03,999,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2008.03,983,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2009.03,927,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2010.03,913,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2011.03,924,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2012.03,932,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2013.03,933,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2014.03,933,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2015.03,945,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2016.03,959,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2017.03,963,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2018.03,965,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2019.03,970,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2020.03,968,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZI,2021.03,976,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,1997.03,0.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,1998.03,-0.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,1999.03,-1.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2000.03,3.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2001.03,-0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2002.03,0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2003.03,1.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2004.03,-0.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2005.03,-0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2006.03,-1.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2007.03,-1.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2008.03,-1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2009.03,-5.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2010.03,-1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2011.03,1.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2012.03,0.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2013.03,0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2014.03,0.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2015.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2016.03,1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2017.03,0.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2018.03,0.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2019.03,0.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2020.03,-0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CMSZP,2021.03,0.8,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes (ANZSIC06),"Annual percentage change, capital productivity, measured sector (ANZSIC06)",,,,
PRDA.S1CPP1I,1996.03,1000,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,1997.03,968,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,1998.03,928,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,1999.03,880,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2000.03,858,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2001.03,878,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2002.03,891,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2003.03,898,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2004.03,865,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2005.03,815,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2006.03,757,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2007.03,736,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2008.03,716,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2009.03,704,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2010.03,690,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2011.03,667,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2012.03,646,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2013.03,631,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2014.03,603,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2015.03,587,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2016.03,575,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2017.03,567,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2018.03,555,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2019.03,544,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2020.03,528,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1I,2021.03,521,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Index,,
PRDA.S1CPP1P,1997.03,-3.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,1998.03,-4.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,1999.03,-5.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2000.03,-2.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2001.03,2.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2002.03,1.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2003.03,0.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2004.03,-3.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2005.03,-5.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2006.03,-7.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2007.03,-2.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2008.03,-2.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2009.03,-1.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2010.03,-2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2011.03,-3.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2012.03,-3.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2013.03,-2.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2014.03,-4.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2015.03,-2.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2016.03,-2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2017.03,-1.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2018.03,-2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2019.03,-2,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2020.03,-3,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CPP1P,2021.03,-1.3,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Education and Training,Percentage Change,,
PRDA.S1CQQ1I,1996.03,1000,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,1997.03,968,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,1998.03,996,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,1999.03,1029,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2000.03,1021,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2001.03,1024,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2002.03,999,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2003.03,968,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2004.03,967,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2005.03,935,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2006.03,933,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2007.03,899,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2008.03,896,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
PRDA.S1CQQ1I,2009.03,908,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Health Care and Social Assistance,Index,,
